Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,Link,Document Type,Source
"Foley, J.A., Ramankutty, N., Brauman, K.A., Cassidy, E.S., Gerber, J.S., Johnston, M., Mueller, N.D., O'Connell, C., Ray, D.K., West, P.C., Balzer, C., Bennett, E.M., Carpenter, S.R., Hill, J., Monfreda, C., Polasky, S., Rockström, J., Sheehan, J., Siebert, S., Tilman, D., Zaks, D.P.M.",Solutions for a cultivated planet,2011,Nature,478,7369,,337,342,,61,http://www.scopus.com/inward/record.url?eid=2-s2.0-80054981256&partnerID=40&md5=0d6b7b69c7dd1e3949ae8d4d2cc37785,Article,Scopus
"Ford, M.G.J., Jenni, S., Nunnari, J.",The crystal structure of dynamin,2011,Nature,477,7366,,561,566,,13,http://www.scopus.com/inward/record.url?eid=2-s2.0-80053376521&partnerID=40&md5=59192919d8f614124acdf41768249da1,Article,Scopus
"Fowler, C.D., Lu, Q., Johnson, P.M., Marks, M.J., Kenny, P.J.",Habenular α5 nicotinic receptor subunit signalling controls nicotine intake,2011,Nature,471,7340,,597,601,,61,http://www.scopus.com/inward/record.url?eid=2-s2.0-79953246461&partnerID=40&md5=c0bda190f666add7a76f0c6948bb693d,Article,Scopus
"Frank, K.T., Petrie, B., Fisher, J.A.D., Leggett, W.C.",Transient dynamics of an altered large marine ecosystem,2011,Nature,477,7362,,86,91,,9,http://www.scopus.com/inward/record.url?eid=2-s2.0-80052396033&partnerID=40&md5=2b371b732b1c0b03d6189f76c8e6d8e4,Article,Scopus
"Frankel, N.S., Erezyilmaz, D.F., McGregor, A.P., Wang, S., Payre, F., Stern, D.L.",Morphological evolution caused by many subtle-effect substitutions in regulatory DNA,2011,Nature,474,7353,,598,603,,17,http://www.scopus.com/inward/record.url?eid=2-s2.0-79959825697&partnerID=40&md5=dcaa84cf11f6166cbd7c0fb2e311fad4,Article,Scopus
"Franosch, T., Grimm, M., Belushkin, M., Mor, F.M., Foffi, G., Forró, L., Jeney, S.",Resonances arising from hydrodynamic memory in Brownian motion,2011,Nature,478,7367,,85,88,,17,http://www.scopus.com/inward/record.url?eid=2-s2.0-80053923452&partnerID=40&md5=40fd69673e7a1e0d7be6d3125b73488e,Article,Scopus
"Frederick, R.",Careers,2011,Nature,480,7377,,401,402,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84857431386&partnerID=40&md5=333bfe8f07eda9414a1889a4d0831532,Article,Scopus
"Frezza, C., Zheng, L., Folger, O., Rajagopalan, K.N., MacKenzie, E.D., Jerby, L., Micaroni, M., Chaneton, B., Adam, J., Hedley, A., Kalna, G., Tomlinson, I.P.M., Pollard, P.J., Watson, D.G., Deberardinis, R.J., Shlomi, T., Ruppin, E., Gottlieb, E.",Haem oxygenase is synthetically lethal with the tumour suppressor fumarate hydratase,2011,Nature,477,7363,,225,228,,22,http://www.scopus.com/inward/record.url?eid=2-s2.0-80052580351&partnerID=40&md5=c967a2b676b8a877709ffbcb30974b10,Article,Scopus
"Fricke, H.C., Hencecroth, J., Hoerner, M.E.",Lowland-upland migration of sauropod dinosaurs during the Late Jurassic epoch,2011,Nature,480,7378,,513,515,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-84355162107&partnerID=40&md5=8144c634f36f2a660aa17ca93dcea77a,Article,Scopus
"Fritsch, J., Scheerer, P., Frielingsdorf, S., Kroschinsky, S., Friedrich, B., Lenz, O., Spahn, C.M.T.",The crystal structure of an oxygen-tolerant hydrogenase uncovers a novel iron-sulphur centre,2011,Nature,479,7372,,249,253,,17,http://www.scopus.com/inward/record.url?eid=2-s2.0-80855128805&partnerID=40&md5=a2b7745014b52e3851549319439a5844,Article,Scopus
"Fu, S., Yang, L., Li, P., Hofmann, O., Dicker, L., Hide, W., Lin, X., Watkins, S.M., Ivanov, A.R., Hotamisligil, G.S.",Aberrant lipid metabolism disrupts calcium homeostasis causing liver endoplasmic reticulum stress in obesity,2011,Nature,473,7348,,528,531,,37,http://www.scopus.com/inward/record.url?eid=2-s2.0-79957605136&partnerID=40&md5=74ea060e6fdf3fe23c396cc5380e05b4,Article,Scopus
"Fujiki, R., Hashiba, W., Sekine, H., Yokoyama, A., Chikanishi, T., Ito, S., Imai, Y., Kim, J., He, H.H., Igarashi, K., Kanno, J., Ohtake, F., Kitagawa, H., Roeder, R.G., Brown, M., Kato, S.",GlcNAcylation of histone H2B facilitates its monoubiquitination,2011,Nature,480,7378,,557,560,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-84355161950&partnerID=40&md5=f40dcf085eb2e486d6b8d953f18f1970,Article,Scopus
"Fujisaki, J., Wu, J., Carlson, A.L., Silberstein, L., Putheti, P., Larocca, R., Gao, W., Saito, T.I., Celso, C.L., Tsuyuzaki, H., Sato, T., Côté, D., Sykes, M., Strom, T.B., Scadden, D.T., Lin, C.P.",In vivo imaging of T reg cells providing immune privilege to the haematopoietic stem-cell niche,2011,Nature,474,7350,,216,220,,22,http://www.scopus.com/inward/record.url?eid=2-s2.0-79958279325&partnerID=40&md5=4e219d46b749cabf7deadcb2592e2db5,Article,Scopus
"Fukuda, S., Toh, H., Hase, K., Oshima, K., Nakanishi, Y., Yoshimura, K., Tobe, T., Clarke, J.M., Topping, D.L., Suzuki, T., Taylor, T.D., Itoh, K., Kikuchi, J., Morita, H., Hattori, M., Ohno, H.",Bifidobacteria can protect from enteropathogenic infection through production of acetate,2011,Nature,469,7331,,543,549,,74,http://www.scopus.com/inward/record.url?eid=2-s2.0-79251584066&partnerID=40&md5=bd1deae6712f80dc1135848eda78ea27,Article,Scopus
"Furumoto, T., Yamaguchi, T., Ohshima-Ichie, Y., Nakamura, M., Tsuchida-Iwata, Y., Shimamura, M., Ohnishi, J., Hata, S., Gowik, U., Westhoff, P., Bräutigam, A., Weber, A.P.M., Izui, K.",A plastidial sodium-dependent pyruvate transporter,2011,Nature,476,7361,,472,476,,10,http://www.scopus.com/inward/record.url?eid=2-s2.0-80052071456&partnerID=40&md5=9dafb1b38a89f4efb6d4d1653e1ed918,Article,Scopus
"Fushinobu, S., Nishimasu, H., Hattori, D., Song, H.-J., Wakagi, T.","Structural basis for the bifunctionality of fructose-1,6-bisphosphate aldolase/phosphatase",2011,Nature,478,7370,,538,541,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-80055018027&partnerID=40&md5=d447792518aba417e64487a114e03b8f,Article,Scopus
"Günther, C., Martini, E., Wittkopf, N., Amann, K., Weigmann, B., Neumann, H., Waldner, M.J., Hedrick, S.M., Tenzer, S., Neurath, M.F., Becker, C.",Caspase-8 regulates TNF-α-induced epithelial necroptosis and terminal ileitis,2011,Nature,477,7364,,335,339,,22,http://www.scopus.com/inward/record.url?eid=2-s2.0-80052845560&partnerID=40&md5=bee4a38ced6d5c9b4f2394a6de31ee59,Article,Scopus
"Gaensler, B.M., Haverkorn, M., Burkhart, B., Newton-Mcgee, K.J., Ekers, R.D., Lazarian, A., McClure-Griffiths, N.M., Robishaw, T., Dickey, J.M., Green, A.J.",Low-Mach-number turbulence in interstellar gas revealed by radio polarization gradients,2011,Nature,478,7368,,214,217,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-80054014379&partnerID=40&md5=2b6339f886d455a64ddf35f6bfaa008e,Article,Scopus
"Gai, Z., Donoghue, P.C.J., Zhu, M., Janvier, P., Stampanoni, M.",Fossil jawless fish from China foreshadows early jawed vertebrate anatomy,2011,Nature,476,7360,,324,327,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-80051939514&partnerID=40&md5=9bebd67106850c88ee464bc31801d048,Article,Scopus
"Gaillard, F., Scaillet, B., Arndt, N.T.",Atmospheric oxygenation caused by a change in volcanic degassing pressure,2011,Nature,478,7368,,229,232,,8,http://www.scopus.com/inward/record.url?eid=2-s2.0-80054025183&partnerID=40&md5=25e9ec01ae372063ccb8e4f58329881a,Article,Scopus
"Galland, C., Ghosh, Y., Steinbrück, A., Sykora, M., Hollingsworth, J.A., Klimov, V.I., Htoon, H.",Two types of luminescence blinking revealed by spectroelectrochemistry of single quantum dots,2011,Nature,479,7372,,203,207,,25,http://www.scopus.com/inward/record.url?eid=2-s2.0-80855139773&partnerID=40&md5=313c7df5ee4db72ecdc2f8c2369e9595,Article,Scopus
"Gan, X., Stegle, O., Behr, J., Steffen, J.G., Drewe, P., Hildebrand, K.L., Lyngsoe, R., Schultheiss, S.J., Osborne, E.J., Sreedharan, V.T., Kahles, A., Bohnert, R., Jean, G., Derwent, P., Kersey, P., Belfield, E.J., Harberd, N.P., Kemen, E., Toomajian, C., Kover, P.X., Clark, R.M., Rätsch, G., Mott, R.",Multiple reference genomes and transcriptomes for Arabidopsis thaliana,2011,Nature,477,7365,,419,423,,32,http://www.scopus.com/inward/record.url?eid=2-s2.0-80053132716&partnerID=40&md5=551ecbe492c8388a232d492b736f0593,Article,Scopus
"Gao, Y., Katyal, S., Lee, Y., Zhao, J., Rehg, J.E., Russell, H.R., McKinnon, P.J.",DNA ligase III is critical for mtDNA integrity but not Xrcc1-mediated nuclear DNA repair,2011,Nature,471,7337,,240,246,,19,http://www.scopus.com/inward/record.url?eid=2-s2.0-79952368682&partnerID=40&md5=634ec41be13d4215b545df97642b690e,Article,Scopus
"Garcia-Castellanos, D., Villaseñor, A.",Messinian salinity crisis regulated by competing tectonics and erosion at the Gibraltar arc,2011,Nature,480,7377,,359,363,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-83455220231&partnerID=40&md5=935590379d114e788750448ac728a009,Article,Scopus
"Garcia, V., Phelps, S.E.L., Gray, S., Neale, M.J.",Bidirectional resection of DNA double-strand breaks by Mre11 and Exo1,2011,Nature,479,7372,,241,244,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-80855144827&partnerID=40&md5=051b0a60ff8269e66c19175f386c25c7,Article,Scopus
"Gardner, A.S., Moholdt, G., Wouters, B., Wolken, G.J., Burgess, D.O., Sharp, M.J., Cogley, J.G., Braun, C., Labine, C.",Sharply increased mass loss from glaciers and ice caps in the Canadian Arctic Archipelago,2011,Nature,473,7347,,357,360,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-79956333903&partnerID=40&md5=0e3a0fdadf8598e5573e3ebccb5eae45,Article,Scopus
"Garfield, A.S., Cowley, M., Smith, F.M., Moorwood, K., Stewart-Cox, J.E., Gilroy, K., Baker, S., Xia, J., Dalley, J.W., Hurst, L.D., Wilkinson, L.S., Isles, A.R., Ward, A.",Distinct physiological and behavioural functions for parental alleles of imprinted Grb10,2011,Nature,469,7331,,534,540,,15,http://www.scopus.com/inward/record.url?eid=2-s2.0-79251578041&partnerID=40&md5=8f0f9e260235b8cc03daf7e8479f5450,Article,Scopus
"Gaston, M.A., Zhang, L., Green-Church, K.B., Krzycki, J.A.",The complete biosynthesis of the genetically encoded amino acid pyrrolysine from lysine,2011,Nature,471,7340,,647,650,,14,http://www.scopus.com/inward/record.url?eid=2-s2.0-79953249251&partnerID=40&md5=7fb150a73165947985b399db0203fa33,Article,Scopus
"Gaunt, M.",Organic chemistry: Metals are not the only catalysts,2011,Nature,470,7333,,183,185,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-79951505304&partnerID=40&md5=d044e7796f8fa47615888b99606b3cab,Article,Scopus
"Geballe, T.R., Najarro, F., Figer, D.F., Schlegelmilch, B.W., De La Fuente, D.",Infrared diffuse interstellar bands in the Galactic Centre region,2011,Nature,479,7372,,200,202,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-80855143656&partnerID=40&md5=6f6e8012e71428a496ce0521f13aaf97,Article,Scopus
"Gebhardt, T., Whitney, P.G., Zaid, A., MacKay, L.K., Brooks, A.G., Heath, W.R., Carbone, F.R., Mueller, S.N.",Different patterns of peripheral migration by memory CD4 + and CD8 + T cells,2011,Nature,477,7363,,216,219,,13,http://www.scopus.com/inward/record.url?eid=2-s2.0-80052555420&partnerID=40&md5=6876ef4b09d340cce7a8dac4bbf4fe56,Article,Scopus
"Geller, A.M., Mathieu, R.D.",A mass transfer origin for blue stragglers in NGC 188 as revealed by half-solar-mass companions,2011,Nature,478,7369,,356,359,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-80055016838&partnerID=40&md5=11deb77ca8a13741feec716471a57006,Article,Scopus
"Gerlach, B., Cordier, S.M., Schmukle, A.C., Emmerich, C.H., Rieser, E., Haas, T.L., Webb, A.I., Rickard, J.A., Anderton, H., Wong, W.W.-L., Nachbur, U., Gangoda, L., Warnken, U., Purcell, A.W., Silke, J., Walczak, H.",Linear ubiquitination prevents inflammation and regulates immune signalling,2011,Nature,471,7340,,591,596,,83,http://www.scopus.com/inward/record.url?eid=2-s2.0-79953240109&partnerID=40&md5=3d4c3961482e13a2fc388fab899d09db,Article,Scopus
"Germain, R.N., Paul, W.E.",Baruj Benacerraf (1920-2011).,2011,Nature,477,7362,,34,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-80052538697&partnerID=40&md5=45edf18149edf51e70a965bf1cbb7f50,Article,Scopus
"Gewin, V.",Inspiration for informatics,2011,Nature,478,7367,,143,145,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84856189089&partnerID=40&md5=988ab8861684ab482c4074f96f252842,Article,Scopus
"Gewin, V.",The call of the crime lab,2011,Nature,473,7347,,409,411,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-79959787062&partnerID=40&md5=8274dc426fe90f202ec02d171aedca59,Article,Scopus
"Gewin, V.","Self-reflection, online",2011,Nature,471,7340,,667,669,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-79957438222&partnerID=40&md5=4649bde493952f9c867d9851a5f77d7f,Article,Scopus
"Gewin, V.",The fight for access,2011,Nature,469,7329,,255,257,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-79952225413&partnerID=40&md5=11ac9119b93ca99c0905e5a8fd73cc2b,Article,Scopus
"Ghosh, S., Larson, S.D., Hefzi, H., Marnoy, Z., Cutforth, T., Dokka, K., Baldwin, K.K.",Sensory maps in the olfactory cortex defined by long-range viral tracing of single neurons,2011,Nature,472,7342,,217,222,,26,http://www.scopus.com/inward/record.url?eid=2-s2.0-79954628824&partnerID=40&md5=65ddb1e3eb6c536ddea27db4ffbfbf61,Article,Scopus
"Giacovazzo, C.",Herbert Hauptman (1917-2011).,2011,Nature,479,7373,,300,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84857212928&partnerID=40&md5=1cf7199a6ee64b954535ddb8e6318bb4,Article,Scopus
"Gibbs, D.J., Lee, S.C., Md Isa, N., Gramuglia, S., Fukao, T., Bassel, G.W., Correia, C.S., Corbineau, F., Theodoulou, F.L., Bailey-Serres, J., Holdsworth, M.J.",Homeostatic response to hypoxia is regulated by the N-end rule pathway in plants,2011,Nature,479,7373,,415,418,,12,http://www.scopus.com/inward/record.url?eid=2-s2.0-81555213588&partnerID=40&md5=8661546b88cf95fbb382c2f1a8e031f5,Article,Scopus
"Gibson, L., Lee, T.M., Koh, L.P., Brook, B.W., Gardner, T.A., Barlow, J., Peres, C.A., Bradshaw, C.J.A., Laurance, W.F., Lovejoy, T.E., Sodhi, N.S.",Primary forests are irreplaceable for sustaining tropical biodiversity,2011,Nature,478,7369,,378,381,,31,http://www.scopus.com/inward/record.url?eid=2-s2.0-80055015145&partnerID=40&md5=fb6ec80bebe7b01c05b8418051172792,Article,Scopus
"Gieger, C., Radhakrishnan, A., Cvejic, A., Tang, W., Porcu, E., Pistis, G., Serbanovic-Canic, J., Elling, U., Goodall, A.H., Labrune, Y., Lopez, L.M., Mägi, R., Meacham, S., Okada, Y., Pirastu, N., Sorice, R., Teumer, A., Voss, K., Zhang, W., Ramirez-Solis, R., Bis, J.C., Ellinghaus, D., Gögele, M., Hottenga, J.-J., Langenberg, C., Kovacs, P., O'reilly, P.F., Shin, S.-Y., Esko, T., Hartiala, J., Kanoni, S., Murgia, F., Parsa, A., Stephens, J., Van Der Harst, P., Ellen Van Der Schoot, C., Allayee, H., Attwood, A., Balkau, B., Bastardot, F., Basu, S., Baumeister, S.E., Biino, G., Bomba, L., Bonnefond, A., Cambien, F., Chambers, J.C., Cucca, F., Dadamo, P., Davies, G., De Boer, R.A., De Geus, E.J.C., Döring, A., Elliott, P., Erdmann, J., Evans, D.M., Falchi, M., Feng, W., Folsom, A.R., Frazer, I.H., Gibson, Q.D., Glazer, N.L., Hammond, C., Hartikainen, A.-L., Heckbert, S.R., Hengstenberg, C., Hersch, M., Illig, T., Loos, R.J.F., Jolley, J., Tee Khaw, K., Kühnel, B., Kyrtsonis, M.-C., Lagou, V., Lloyd-Jones, H., Lumley, T., Mangino, M., Maschio, A., Mateo Leach, I., Mcknight, B., Memari, Y., Mitchell, B.D., Montgomery, G.W., Nakamura, Y., Nauck, M., Navis, G., Nöthlings, U., Nolte, I.M., Porteous, D.J., Pouta, A., Pramstaller, P.P., Pullat, J., Ring, S.M., Rotter, J.I., Ruggiero, D., Ruokonen, A., Sala, C., Samani, N.J., Sambrook, J., Schlessinger, D., Schreiber, S., Schunkert, H., Scott, J., Smith, N.L., Snieder, H., Starr, J.M., Stumvoll, M., Takahashi, A., Wilson Tang, W.H., Taylor, K., Tenesa, A., Lay Thein, S., Tönjes, A., Uda, M., Ulivi, S., Van Veldhuisen, D.J., Visscher, P.M., Völker, U., Wichmann, H.-E., Wiggins, K.L., Willemsen, G., Yang, T.-P., Hua Zhao, J., Zitting, P., Bradley, J.R., Dedoussis, G.V., Gasparini, P., Hazen, S.L., Metspalu, A., Pirastu, M., Shuldiner, A.R., Joost Van Pelt, L., Zwaginga, J.-J., Boomsma, D.I., Deary, I.J., Franke, A., Froguel, P., Ganesh, S.K., Jarvelin, M.-R., Martin, N.G., Meisinger, C., Psaty, B.M., Spector, T.D., Wareham, N.J., Akkerman, J.-W.N., Ciullo, M., Deloukas, P., Greinacher, A., Jupe, S., Kamatani, N., Khadake, J., Kooner, J.S., Penninger, J., Prokopenko, I., Stemple, D., Toniolo, D., Wernisch, L., Sanna, S., Hicks, A.A., Rendon, A., Ferreira, M.A., Ouwehand, W.H., Soranzo, N.",New gene functions in megakaryopoiesis and platelet formation,2011,Nature,480,7376,,201,208,,13,http://www.scopus.com/inward/record.url?eid=2-s2.0-83055161438&partnerID=40&md5=8f2e1d6211db08b6d5a1e0ea515fbb25,Article,Scopus
"Giles, J.",Social science lines up its biggest challenges,2011,Nature,470,7332,,18,19,,7,http://www.scopus.com/inward/record.url?eid=2-s2.0-79551671764&partnerID=40&md5=58658aceddc6d76d20f32d6f824c6029,Article,Scopus
"Gill, B.C., Lyons, T.W., Young, S.A., Kump, L.R., Knoll, A.H., Saltzman, M.R.",Geochemical evidence for widespread euxinia in the Later Cambrian ocean,2011,Nature,469,7328,,80,83,,27,http://www.scopus.com/inward/record.url?eid=2-s2.0-78650968760&partnerID=40&md5=33790f27d77edccd6f4de4b78c7187fe,Article,Scopus
"Giri, G., Verploegen, E., Mannsfeld, S.C.B., Atahan-Evrenk, S., Kim, D.H., Lee, S.Y., Becerril, H.A., Aspuru-Guzik, A., Toney, M.F., Bao, Z.",Tuning charge transport in solution-sheared organic semiconductors using lattice strain,2011,Nature,480,7378,,504,508,,14,http://www.scopus.com/inward/record.url?eid=2-s2.0-84255161575&partnerID=40&md5=4c5746438776e1f05fa73ebc6421b34c,Article,Scopus
"Goldstone, D.C., Ennis-Adeniran, V., Hedden, J.J., Groom, H.C.T., Rice, G.I., Christodoulou, E., Walker, P.A., Kelly, G., Haire, L.F., Yap, M.W., De Carvalho, L.P.S., Stoye, J.P., Crow, Y.J., Taylor, I.A., Webb, M.",HIV-1 restriction factor SAMHD1 is a deoxynucleoside triphosphate triphosphohydrolase,2011,Nature,480,7377,,379,382,,22,http://www.scopus.com/inward/record.url?eid=2-s2.0-83555164881&partnerID=40&md5=e895875b1500ea3c4eccb27d4bde1578,Article,Scopus
"Gong, C., Maquat, L.E.",LncRNAs transactivate STAU1-mediated mRNA decay by duplexing with 39 UTRs via Alu eleme,2011,Nature,470,7333,,284,290,,35,http://www.scopus.com/inward/record.url?eid=2-s2.0-79951495822&partnerID=40&md5=7dd54f118ab13df83e588276cbe9bca1,Article,Scopus
"Goodridge, H.S., Reyes, C.N., Becker, C.A., Katsumoto, T.R., Ma, J., Wolf, A.J., Bose, N., Chan, A.S.H., Magee, A.S., Danielson, M.E., Weiss, A., Vasilakos, J.P., Underhill, D.M.",Activation of the innate immune receptor Dectin-1 upon formation of a -̃ Phagocytic synapse-™,2011,Nature,472,7344,,471,475,,49,http://www.scopus.com/inward/record.url?eid=2-s2.0-79955537225&partnerID=40&md5=699df8bdb169a596f8b5bb189ca7c2b7,Article,Scopus
"Gordon, L.M., Joester, D.",Nanoscale chemical tomography of buried organicg-inorganic interfaces in the chiton tooth,2011,Nature,469,7329,,194,198,,10,http://www.scopus.com/inward/record.url?eid=2-s2.0-78651406526&partnerID=40&md5=917921e7eee1a61a51fc9c44c4fc7d98,Article,Scopus
"Gore, A., Li, Z., Fung, H.-L., Young, J.E., Agarwal, S., Antosiewicz-Bourget, J., Canto, I., Giorgetti, A., Israel, M.A., Kiskinis, E., Lee, J.-H., Loh, Y.-H., Manos, P.D., Montserrat, N., Panopoulos, A.D., Ruiz, S., Wilbert, M.L., Yu, J., Kirkness, E.F., Belmonte, J.C.I., Rossi, D.J., Thomson, J.A., Eggan, K., Daley, G.Q., Goldstein, L.S.B., Zhang, K.",Somatic coding mutations in human induced pluripotent stem cells,2011,Nature,471,7336,,63,67,,213,http://www.scopus.com/inward/record.url?eid=2-s2.0-79952258224&partnerID=40&md5=1454324e255bbee0d63fdf05fc2f6ffd,Article,Scopus
"Gosling, R., Tickle, C., Running, S.W., Tandong, Y., Dinnyes, A., Osowole, A.A., Cule, E.",Seven ages of the PhD.,2011,Nature,472,7343,,283,286,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-79959520331&partnerID=40&md5=d0bbb6e83c95293285352ec3ea04003f,Article,Scopus
"Gourdon, P., Liu, X.-Y., Skjorringe, T., Morth, J.P., Møller, L.B., Pedersen, B.P., Nissen, P.",Crystal structure of a copper-transporting PIB-type ATPase,2011,Nature,475,7354,,59,65,,26,http://www.scopus.com/inward/record.url?eid=2-s2.0-79960033247&partnerID=40&md5=37d34a342db727b039535a5c98c12c32,Article,Scopus
"Graber, C.",Aetiology: The path to disease,2011,Nature,480,7377 SUPPL.,,S54,S55,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-83455238237&partnerID=40&md5=42d05b7091a64315e7fccfc45556a5d7,Article,Scopus
"Gracheva, E.O., Cordero-Morales, J.F., González-Carcacía, J.A., Ingolia, N.T., Manno, C., Aranguren, C.I., Weissman, J.S., Julius, D.",Ganglion-specific splicing of TRPV1 underlies infrared sensation in vampire bats,2011,Nature,476,7358,,88,92,,9,http://www.scopus.com/inward/record.url?eid=2-s2.0-79961153567&partnerID=40&md5=139491aeba734c9cf151dd52d07cc086,Article,Scopus
"Graham-Rowe, D.",Biodiversity: Endangered and in demand,2011,Nature,480,7378 SUPPL.,,S101,S103,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-84055193541&partnerID=40&md5=60f2ef68579642fffa776e292978a062,Article,Scopus
"Graham-Rowe, D.",Agriculture: Beyond food versus fuel,2011,Nature,474,7352 SUPPL.,,S6,S8,,11,http://www.scopus.com/inward/record.url?eid=2-s2.0-79959492513&partnerID=40&md5=a5befc0f2735b27970d733bf5db0946b,Article,Scopus
"Gravel, D., Bell, T., Barbera, C., Bouvier, T., Pommier, T., Venail, P., Mouquet, N.",Experimental niche evolution alters the strength of the diversity-productivity relationship,2011,Nature,469,7328,,89,94,,11,http://www.scopus.com/inward/record.url?eid=2-s2.0-78650978153&partnerID=40&md5=1467567cf8259c4b3739cb41989b78cc,Article,Scopus
"Graveley, B.R., Brooks, A.N., Carlson, J.W., Duff, M.O., Landolin, J.M., Yang, L., Artieri, C.G., Van Baren, M.J., Boley, N., Booth, B.W., Brown, J.B., Cherbas, L., Davis, C.A., Dobin, A., Li, R., Lin, W., Malone, J.H., Mattiuzzo, N.R., Miller, D., Sturgill, D., Tuch, B.B., Zaleski, C., Zhang, D., Blanchette, M., Dudoit, S., Eads, B., Green, R.E., Hammonds, A., Jiang, L., Kapranov, P., Langton, L., Perrimon, N., Sandler, J.E., Wan, K.H., Willingham, A., Zhang, Y., Zou, Y., Andrews, J., Bickel, P.J., Brenner, S.E., Brent, M.R., Cherbas, P., Gingeras, T.R., Hoskins, R.A., Kaufman, T.C., Oliver, B., Celniker, S.E.",The developmental transcriptome of Drosophila melanogaster,2011,Nature,471,7339,,473,479,,104,http://www.scopus.com/inward/record.url?eid=2-s2.0-79953043801&partnerID=40&md5=b2a9050db4786c2a7a6c4c42d168fd1f,Article,Scopus
"Gravitz, L.",Diagnostics: The early bird,2011,Nature,480,7377 SUPPL.,,S36,S37,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-83455179040&partnerID=40&md5=9e01a2a34b1dfd63ed5944059e4362f9,Article,Scopus
"Gravitz, L.",A fight for life that united a field,2011,Nature,478,7368,,163,164,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-80054022132&partnerID=40&md5=7b6053f8ef76655fdaa3a8ffc37521d8,Article,Scopus
"Gravitz, L.",Drugs: A tangled web of targets,2011,Nature,475,7355 SUPPL.,,S9,S11,,9,http://www.scopus.com/inward/record.url?eid=2-s2.0-79960377584&partnerID=40&md5=91573706775679d1751bdac50b65248d,Article,Scopus
"Gravitz, L.",Chemoprevention: First line of defence,2011,Nature,471,7339 SUPPL.,,S5,S7,,6,http://www.scopus.com/inward/record.url?eid=2-s2.0-79953055619&partnerID=40&md5=77397b60730d8a692718d2b8ba2483a6,Article,Scopus
"Grbić, M., Van Leeuwen, T., Clark, R.M., Rombauts, S., Rouzé, P., Grbić, V., Osborne, E.J., Dermauw, W., Ngoc, P.C.T., Ortego, F., Hernández-Crespo, P., Diaz, I., Martinez, M., Navajas, M., Sucena, E., Magalhães, S., Nagy, L., Pace, R.M., Djuranović, S., Smagghe, G., Iga, M., Christiaens, O., Veenstra, J.A., Ewer, J., Villalobos, R.M., Hutter, J.L., Hudson, S.D., Velez, M., Yi, S.V., Zeng, J., Pires-Da Silva, A., Roch, F., Cazaux, M., Navarro, M., Zhurov, V., Acevedo, G., Bjelica, A., Fawcett, J.A., Bonnet, E., Martens, C., Baele, G., Wissler, L., Sanchez-Rodriguez, A., Tirry, L., Blais, C., Demeestere, K., Henz, S.R., Gregory, T.R., Mathieu, J., Verdon, L., Farinelli, L., Schmutz, J., Lindquist, E., Feyereisen, R., Van De Peer, Y.",The genome of Tetranychus urticae reveals herbivorous pest adaptations,2011,Nature,479,7374,,487,492,,19,http://www.scopus.com/inward/record.url?eid=2-s2.0-81855212676&partnerID=40&md5=b7f09f964205eadd80f507a32a70a793,Article,Scopus
"Greene, J.E.",Astrophysics: Big black hole found in tiny galaxy,2011,Nature,470,7332,,45,46,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-79551666082&partnerID=40&md5=1c921c6a1efb4bc79e2c0f11454682a6,Article,Scopus
"Greer, E.L., Maures, T.J., Ucar, D., Hauswirth, A.G., Mancini, E., Lim, J.P., Benayoun, B.A., Shi, Y., Brunet, A.",Transgenerational epigenetic inheritance of longevity in Caenorhabditis elegans,2011,Nature,479,7373,,365,371,,31,http://www.scopus.com/inward/record.url?eid=2-s2.0-81555214034&partnerID=40&md5=6a78f7a30bc7dafaea22cd09bdaf80ac,Article,Scopus
